,title,description,published date,url,publisher,score
76,Colleges grasp for solutions to pro-Palestinian student protests - The Hill,Colleges grasp for solutions to pro-Palestinian student protests  The Hill,"Wed, 24 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vdGhlaGlsbC5jb20vaG9tZW5ld3MvZWR1Y2F0aW9uLzQ2MTg1MTgtY29sbGVnZXMtcHJvLXBhbGVzdGluaWFuLXN0dWRlbnQtcHJvdGVzdHMv0gFdaHR0cHM6Ly90aGVoaWxsLmNvbS9ob21lbmV3cy9lZHVjYXRpb24vNDYxODUxOC1jb2xsZWdlcy1wcm8tcGFsZXN0aW5pYW4tc3R1ZGVudC1wcm90ZXN0cy9hbXAv?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://thehill.com', 'title': 'The Hill'}",3
79,"UC Berkeley students begin Sproul Plaza sit-in to protest Gaza war, Cal's investments - Berkeleyside","UC Berkeley students begin Sproul Plaza sit-in to protest Gaza war, Cal's investments  Berkeleyside","Mon, 22 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3LmJlcmtlbGV5c2lkZS5vcmcvMjAyNC8wNC8yMi91Yy1iZXJrZWxleS1wcm90ZXN0LXNpdC1pbi1nYXphLXdhci1jYWwtaW52ZXN0bWVudHPSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.berkeleyside.org', 'title': 'Berkeleyside'}",3
80,"UT-Austin professors, students protest on campus: Live updates - Austin American-Statesman","UT-Austin professors, students protest on campus: Live updates  Austin American-Statesman","Thu, 25 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMikAFodHRwczovL3d3dy5zdGF0ZXNtYW4uY29tL3N0b3J5L25ld3MvZWR1Y2F0aW9uLzIwMjQvMDQvMjUvdXQtYXVzdGluLXByb2Zlc3NvcnMtc3R1ZGVudHMtcHJvLXBhbGVzdGluaWFuLXByb3Rlc3QtY2FtcHVzLWxpdmUtdXBkYXRlcy83MzQ1MDQ4MzAwNy_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.statesman.com', 'title': 'Austin American-Statesman'}",3
81,We Owe Student Protesters Our Gratitude - Common Dreams,We Owe Student Protesters Our Gratitude  Common Dreams,"Sun, 28 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vd3d3LmNvbW1vbmRyZWFtcy5vcmcvb3Bpbmlvbi93ZS1vd2Utc3R1ZGVudC1wcm90ZXN0ZXJzLW91ci1ncmF0aXR1ZGXSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.commondreams.org', 'title': 'Common Dreams'}",3
85,Pro-Palestinian protests continue on college campuses across Boston - NBC Boston,Pro-Palestinian protests continue on college campuses across Boston  NBC Boston,"Fri, 26 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3Lm5iY2Jvc3Rvbi5jb20vbmV3cy9sb2NhbC9wcm8tcGFsZXN0aW5pYW4tcHJvdGVzdHMtY29udGludWUtb24tY29sbGVnZS1jYW1wdXNlcy1hY3Jvc3MtYm9zdG9uLzMzNTA3OTEv0gF3aHR0cHM6Ly93d3cubmJjYm9zdG9uLmNvbS9uZXdzL2xvY2FsL3Byby1wYWxlc3Rpbmlhbi1wcm90ZXN0cy1jb250aW51ZS1vbi1jb2xsZWdlLWNhbXB1c2VzLWFjcm9zcy1ib3N0b24vMzM1MDc5MS8_YW1wPTE?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nbcboston.com', 'title': 'NBC Boston'}",3
86,Campus protests: Hundreds arrested at universities across US as Gaza demonstrations continue - BBC.com,Campus protests: Hundreds arrested at universities across US as Gaza demonstrations continue  BBC.com,"Sun, 28 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiMWh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC11cy1jYW5hZGEtNjg5MTUwMjHSATVodHRwczovL3d3dy5iYmMuY29tL25ld3Mvd29ybGQtdXMtY2FuYWRhLTY4OTE1MDIxLmFtcA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.bbc.com', 'title': 'BBC.com'}",3
88,"Student protests violent, right-wing accounts claim - USA TODAY","Student protests violent, right-wing accounts claim  USA TODAY","Fri, 26 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LnVzYXRvZGF5LmNvbS9zdG9yeS9uZXdzL2ludmVzdGlnYXRpb25zLzIwMjQvMDQvMjYvc3R1ZGVudC1wcm90ZXN0cy12aW9sZW50LzczNDYxNzAxMDA3L9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.usatoday.com', 'title': 'USA TODAY'}",3
89,Pro-Palestinian protests in Philadelphia and nationwide: What to know - The Philadelphia Inquirer,Pro-Palestinian protests in Philadelphia and nationwide: What to know  The Philadelphia Inquirer,"Thu, 25 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3LmlucXVpcmVyLmNvbS9uZXdzL3Byby1wYWxlc3Rpbmlhbi1wcm90ZXN0cy1jb2xsZWdlLWNhbXB1c2VzLXBlbm4tc3dhcnRobW9yZS1wcmluY2V0b24tZXhwbGFpbmVkLTIwMjQwNDI1Lmh0bWzSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.inquirer.com', 'title': 'The Philadelphia Inquirer'}",3
91,Pro-Palestinian student protest at Northeastern University in Boston cleared by police - CBS Boston,Pro-Palestinian student protest at Northeastern University in Boston cleared by police  CBS Boston,"Sat, 27 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3LmNic25ld3MuY29tL2Jvc3Rvbi9uZXdzL25vcnRoZWFzdGVybi11bml2ZXJzaXR5LWJvc3Rvbi1wcm8tcGFsZXN0aW5lLXByb3Rlc3RzL9IBXmh0dHBzOi8vd3d3LmNic25ld3MuY29tL2FtcC9ib3N0b24vbmV3cy9ub3J0aGVhc3Rlcm4tdW5pdmVyc2l0eS1ib3N0b24tcHJvLXBhbGVzdGluZS1wcm90ZXN0cy8?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.cbsnews.com', 'title': 'CBS Boston'}",3
92,How D.C.-area college students launched their own Gaza protest encampment - The Washington Post,How D.C.-area college students launched their own Gaza protest encampment  The Washington Post,"Fri, 26 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vd3d3Lndhc2hpbmd0b25wb3N0LmNvbS9kYy1tZC12YS8yMDI0LzA0LzI2L2d3dS1jYW1wdXMtcHJvdGVzdC_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.washingtonpost.com', 'title': 'The Washington Post'}",3
93,Criticism continues from Thursday's protest and arrests at OSU - The Columbus Dispatch,Criticism continues from Thursday's protest and arrests at OSU  The Columbus Dispatch,"Sun, 28 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiqgFodHRwczovL3d3dy5kaXNwYXRjaC5jb20vc3RvcnkvbmV3cy9lZHVjYXRpb24vMjAyNC8wNC8yOC9jcml0aWNpc20taW5jbHVkaW5nLWNoYXJnZXMtb2YtcmVsaWdpb3VzLWRpc2NyaW1pbmNvbnRpbnVlcy1mcm9tLXRodXJzZGF5LXByb3Rlc3QtYW5kLWFycmVzdHMtYXQtb3N1LzczNDcxODM3MDA3L9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.dispatch.com', 'title': 'The Columbus Dispatch'}",3
95,"Florida State Pro-Palestinian encampment disrupted by police, sprinklers - Tallahassee Democrat","Florida State Pro-Palestinian encampment disrupted by police, sprinklers  Tallahassee Democrat","Thu, 25 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMijwFodHRwczovL3d3dy50YWxsYWhhc3NlZS5jb20vc3RvcnkvbmV3cy9sb2NhbC9mc3UtbmV3cy8yMDI0LzA0LzI1L3N0dWRlbnRzLXByb3Rlc3QtYXQtZnN1LWR1cmluZy1uYXRpb25zLWNvbGxlZ2UtY2FtcHVzLWVuY2FtcG1lbnRzLzczNDUyMTMxMDA3L9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.tallahassee.com', 'title': 'Tallahassee Democrat'}",3
96,The Israel-Hamas war has spurred protests on college campuses across the country. What has happened at Duke? - Duke Chronicle,The Israel-Hamas war has spurred protests on college campuses across the country. What has happened at Duke?  Duke Chronicle,"Thu, 25 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiogFodHRwczovL3d3dy5kdWtlY2hyb25pY2xlLmNvbS9hcnRpY2xlLzIwMjQvMDQvZHVrZS11bml2ZXJzaXR5LWlzcmFlbC1oYW1hcy13YXItZW5jYW1wbWVudHMtcHJvdGVzdHMtb24tY29sbGVnZS1jYW1wdXNlcy1zdHVkZW50LWFycmVzdHMtb2N0LTd0aC1hdHRhY2tzLWNvbXBhcmlzb27SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.dukechronicle.com', 'title': 'Duke Chronicle'}",3
97,Ohio State faculty question student protest arrests over Gaza war - The Columbus Dispatch,Ohio State faculty question student protest arrests over Gaza war  The Columbus Dispatch,"Tue, 23 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMif2h0dHBzOi8vd3d3LmRpc3BhdGNoLmNvbS9zdG9yeS9uZXdzL2NyaW1lLzIwMjQvMDQvMjMvZ2F6YS13YXItb2hpby1zdGF0ZS1zdHVkZW50cy1jYW1wdXMtcHJvdGVzdC1hcnJlc3Qtb3N1LXBvbGljZS83MzQzMDk4NjAwNy_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.dispatch.com', 'title': 'The Columbus Dispatch'}",3
99,"John Hopkins University students, alumni and staff join pro-Palestinian protest. Here is what they're asking for. - CBS News","John Hopkins University students, alumni and staff join pro-Palestinian protest. Here is what they're asking for.  CBS News","Fri, 26 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3LmNic25ld3MuY29tL2JhbHRpbW9yZS9uZXdzL3Byby1wYWxlc3Rpbmlhbi1wcm90ZXN0LW9yZ2FuaXplZC1hdC1qb2hucy1ob3BraW5zLXVuaXZlcnNpdHkv0gFpaHR0cHM6Ly93d3cuY2JzbmV3cy5jb20vYW1wL2JhbHRpbW9yZS9uZXdzL3Byby1wYWxlc3Rpbmlhbi1wcm90ZXN0LW9yZ2FuaXplZC1hdC1qb2hucy1ob3BraW5zLXVuaXZlcnNpdHkv?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.cbsnews.com', 'title': 'CBS News'}",3
1,Anti-war campus protests: Some colleges discuss their investments - The Associated Press,Anti-war campus protests: Some colleges discuss their investments  The Associated Press,"Fri, 03 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiamh0dHBzOi8vYXBuZXdzLmNvbS9hcnRpY2xlL2lzcmFlbC1wYWxlc3Rpbmlhbi1jYW1wdXMtc3R1ZGVudC1wcm90ZXN0cy13YXItZGY1ZjdjZjE1NDdhM2NhOGZiOTU5Yjk5MmQ2ZWJlMWLSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://apnews.com', 'title': 'The Associated Press'}",3
2,I’m a Harvard professor. The extremism of student protesters reminds me of the worst I saw as an undergraduate in the 1960s - Forward,I’m a Harvard professor. The extremism of student protesters reminds me of the worst I saw as an undergraduate in the 1960s  Forward,"Thu, 02 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiS2h0dHBzOi8vZm9yd2FyZC5jb20vb3Bpbmlvbi82MDg4NTEvaGFydmFyZC1jYW1wdXMtcHJvdGVzdHMtaXNyYWVsLWdhemEtd2FyL9IBUWh0dHBzOi8vZm9yd2FyZC5jb20vb3Bpbmlvbi82MDg4NTEvaGFydmFyZC1jYW1wdXMtcHJvdGVzdHMtaXNyYWVsLWdhemEtd2FyLz9hbXA9MQ?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://forward.com', 'title': 'Forward'}",3
3,What do pro-Palestinian student protesters at US universities want? - BBC.com,What do pro-Palestinian student protesters at US universities want?  BBC.com,"Fri, 03 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiMWh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC11cy1jYW5hZGEtNjg5MDg4ODXSATVodHRwczovL3d3dy5iYmMuY29tL25ld3Mvd29ybGQtdXMtY2FuYWRhLTY4OTA4ODg1LmFtcA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.bbc.com', 'title': 'BBC.com'}",3
6,Pro-Palestine US Student protests nearly triple in April - ACLED,Pro-Palestine US Student protests nearly triple in April  ACLED,"Thu, 02 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vYWNsZWRkYXRhLmNvbS8yMDI0LzA1LzAyL3Byby1wYWxlc3RpbmUtdXMtc3R1ZGVudC1wcm90ZXN0cy1uZWFybHktdHJpcGxlLWluLWFwcmlsLWFjbGVkLWJyaWVmL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://acleddata.com', 'title': 'ACLED'}",3
7,"The history of student movements and how campus protests for Gaza stack up, explained - Vox.com","The history of student movements and how campus protests for Gaza stack up, explained  Vox.com","Wed, 01 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vd3d3LnZveC5jb20vcG9saXRpY3MvMjQxNDE2MzYvY2FtcHVzLXByb3Rlc3QtY29sdW1iaWEtaXNyYWVsLWtlbnQtc3RhdGUtaGlzdG9yedIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.vox.com', 'title': 'Vox.com'}",3
12,"Student protests take over some campuses. But at other universities, attention is elsewhere - WBUR News","Student protests take over some campuses. But at other universities, attention is elsewhere  WBUR News","Wed, 01 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vd3d3LndidXIub3JnL25ld3MvMjAyNC8wNS8wMS9ib3N0b24tc3R1ZGVudC1wcm90ZXN0cy1jYW1wdXMtZ2F6YS1pc3JhZWwtaGFtYXPSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.wbur.org', 'title': 'WBUR News'}",3
13,Presidents grapple with how to respond to student protesters - Inside Higher Ed,Presidents grapple with how to respond to student protesters  Inside Higher Ed,"Mon, 29 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMigAFodHRwczovL3d3dy5pbnNpZGVoaWdoZXJlZC5jb20vbmV3cy9nb3Zlcm5hbmNlL2V4ZWN1dGl2ZS1sZWFkZXJzaGlwLzIwMjQvMDQvMjkvcHJlc2lkZW50cy1ncmFwcGxlLWhvdy1yZXNwb25kLXN0dWRlbnQtcHJvdGVzdGVyc9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.insidehighered.com', 'title': 'Inside Higher Ed'}",3
14,Police clear protestors from Columbia's Hamilton Hall after college seeks help - The Associated Press,Police clear protestors from Columbia's Hamilton Hall after college seeks help  The Associated Press,"Tue, 30 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiamh0dHBzOi8vYXBuZXdzLmNvbS9hcnRpY2xlL2lzcmFlbC1wYWxlc3Rpbmlhbi1jYW1wdXMtc3R1ZGVudC1wcm90ZXN0cy13YXItOGIwZDNhMGNlZGIxN2Y1ZTg5MmM2Y2E0M2JiZGY2MjjSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://apnews.com', 'title': 'The Associated Press'}",3
15,From Free Speech to Free Palestine: Six Decades of Student Protest - The New York Times,From Free Speech to Free Palestine: Six Decades of Student Protest  The New York Times,"Sat, 04 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjQvMDUvMDQvdXMvY29sbGVnZS1wcm90ZXN0cy1mcmVlLXNwZWVjaC5odG1s0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nytimes.com', 'title': 'The New York Times'}",3
16,"With student protesters arrested, disciplinary actions vary between schools - NPR","With student protesters arrested, disciplinary actions vary between schools  NPR","Mon, 29 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vd3d3Lm5wci5vcmcvMjAyNC8wNC8yOS8xMjQ3NzYxNzE5L2NhbXB1cy1wcm90ZXN0cy1hcnJlc3RzLXN1c3BlbnNpb25z0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.npr.org', 'title': 'NPR'}",3
17,Northwestern University reach deal with student protesters that sparks criticism - The Associated Press,Northwestern University reach deal with student protesters that sparks criticism  The Associated Press,"Wed, 01 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMibWh0dHBzOi8vYXBuZXdzLmNvbS9hcnRpY2xlL25vcnRod2VzdGVybi1zdHVkZW50cy1pc3JhZWwtcGFsZXN0aW5pYW5zLXByb3Rlc3QtYzM2OTgxOThmMTNjOTg2ZDZiYzIzOGZmOTYwODFmOWTSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://apnews.com', 'title': 'The Associated Press'}",3
19,"US college protests: Biden insists ""order must prevail"" - The Associated Press","US college protests: Biden insists ""order must prevail""  The Associated Press","Thu, 02 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMibWh0dHBzOi8vYXBuZXdzLmNvbS9hcnRpY2xlL2JpZGVuLXNpbGVuY2UtY29sbGVnZS1wcm90ZXN0cy1wb2xpY2UtZ2F6YS1pc3JhZWwtZDVmMzA5MjY3MTk1MWMzYmMyOTY4Yjg3NTFjOTNiYTbSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://apnews.com', 'title': 'The Associated Press'}",3
20,Pro-Palestinian college protests watched closely by NYC high school students - Chalkbeat,Pro-Palestinian college protests watched closely by NYC high school students  Chalkbeat,"Wed, 01 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMid2h0dHBzOi8vd3d3LmNoYWxrYmVhdC5vcmcvbmV3eW9yay8yMDI0LzA1LzAyL2NvbHVtYmlhLWFuZC1jaXR5LWNvbGxlZ2UtcGFsZXN0aW5lLXByb3Rlc3RzLWFmZmVjdC1ueWMtc3R1ZGVudC1kZWNpc2lvbnMv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.chalkbeat.org', 'title': 'Chalkbeat'}",3
21,Where pro-Palestinian university protests are happening around the world - CNN,Where pro-Palestinian university protests are happening around the world  CNN,"Fri, 03 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vd3d3LmNubi5jb20vMjAyNC8wNS8wMy93b3JsZC9wcm8tcGFsZXN0aW5pYW4tdW5pdmVyc2l0eS1wcm90ZXN0cy13b3JsZHdpZGUtaW50bC1obmsvaW5kZXguaHRtbNIBX2h0dHBzOi8vYW1wLmNubi5jb20vY25uLzIwMjQvMDUvMDMvd29ybGQvcHJvLXBhbGVzdGluaWFuLXVuaXZlcnNpdHktcHJvdGVzdHMtd29ybGR3aWRlLWludGwtaG5r?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.cnn.com', 'title': 'CNN'}",3
22,"At the student protest at UPenn, passions are clear and dialogue is lacking - CNN","At the student protest at UPenn, passions are clear and dialogue is lacking  CNN","Thu, 02 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vd3d3LmNubi5jb20vMjAyNC8wNS8wMi91cy91cGVubi1zdHVkZW50LXByb3Rlc3QvaW5kZXguaHRtbNIBO2h0dHBzOi8vYW1wLmNubi5jb20vY25uLzIwMjQvMDUvMDIvdXMvdXBlbm4tc3R1ZGVudC1wcm90ZXN0?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.cnn.com', 'title': 'CNN'}",3
23,Gaza war protests have emerged across US college campuses - The Associated Press,Gaza war protests have emerged across US college campuses  The Associated Press,"Tue, 30 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vYXBuZXdzLmNvbS9hcnRpY2xlL2dhemEtd2FyLWNhbXB1cy1wcm90ZXN0cy05NjZlYjUzMTI3OWY4ZTQzODE4ODNmYzVkNzlkNTQ2NtIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://apnews.com', 'title': 'The Associated Press'}",3
24,In pictures: A lookback at student protest movements in the US - CNN,In pictures: A lookback at student protest movements in the US  CNN,"Tue, 30 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vd3d3LmNubi5jb20vMjAyNC8wNC8zMC91cy9waG90b3Mtc3R1ZGVudC1wcm90ZXN0LW1vdmVtZW50cy1yZWFqL2luZGV4Lmh0bWzSAUtodHRwczovL2FtcC5jbm4uY29tL2Nubi8yMDI0LzA0LzMwL3VzL3Bob3Rvcy1zdHVkZW50LXByb3Rlc3QtbW92ZW1lbnRzLXJlYWo?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.cnn.com', 'title': 'CNN'}",3
26,‘No surprise’: US students slam Biden’s comments on Gaza encampments - Al Jazeera English,‘No surprise’: US students slam Biden’s comments on Gaza encampments  Al Jazeera English,"Thu, 02 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vbmV3cy8yMDI0LzUvMi9uby1zdXJwcmlzZS11cy1zdHVkZW50cy1zbGFtLWJpZGVucy1jb21tZW50cy1vbi1nYXphLWVuY2FtcG1lbnRz0gFsaHR0cHM6Ly93d3cuYWxqYXplZXJhLmNvbS9hbXAvbmV3cy8yMDI0LzUvMi9uby1zdXJwcmlzZS11cy1zdHVkZW50cy1zbGFtLWJpZGVucy1jb21tZW50cy1vbi1nYXphLWVuY2FtcG1lbnRz?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.aljazeera.com', 'title': 'Al Jazeera English'}",3
27,Here's What Universities Always Get Wrong about Student Protests - Scientific American,Here's What Universities Always Get Wrong about Student Protests  Scientific American,"Thu, 02 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3LnNjaWVudGlmaWNhbWVyaWNhbi5jb20vYXJ0aWNsZS9yZXByZXNzaW9uLWRyYXdzLWF0dGVudGlvbi10by1jYW1wdXMtcHJvdGVzdHMtbGlrZS10aG9zZS1vdmVyLXRoZS1jb25mbGljdC_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.scientificamerican.com', 'title': 'Scientific American'}",3
28,UI professor details risks faculty run while supporting student protest - Daily Illini,UI professor details risks faculty run while supporting student protest  Daily Illini,"Wed, 01 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vZGFpbHlpbGxpbmkuY29tL25ld3Mtc3Rvcmllcy8yMDI0LzA1LzAxL3Byb2Zlc3Nvci1mYWN1bHR5LXN0dWRlbnQtcHJvdGVzdC_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://dailyillini.com', 'title': 'Daily Illini'}",3
29,The Impact of the Student Protests on Biden's Re-elect - Arab American Institute,The Impact of the Student Protests on Biden's Re-elect  Arab American Institute,"Mon, 29 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vd3d3LmFhaXVzYS5vcmcvbGlicmFyeS90aGUtaW1wYWN0LW9mLXRoZS1zdHVkZW50LXByb3Rlc3RzLW9uLWJpZGVucy1yZWVsZWN00gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.aaiusa.org', 'title': 'Arab American Institute'}",3
30,Kevin O'Leary: Pro-Palestinian student protesters are 'screwed' - Business Insider,Kevin O'Leary: Pro-Palestinian student protesters are 'screwed'  Business Insider,"Thu, 02 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20va2V2aW4tb2xlYXJ5LXByby1wYWxlc3Rpbmlhbi1zdHVkZW50LXByb3Rlc3RlcnMtc2NyZXdlZC1qb2ItaHVudC0yMDI0LTXSAWtodHRwczovL3d3dy5idXNpbmVzc2luc2lkZXIuY29tL2tldmluLW9sZWFyeS1wcm8tcGFsZXN0aW5pYW4tc3R1ZGVudC1wcm90ZXN0ZXJzLXNjcmV3ZWQtam9iLWh1bnQtMjAyNC01P2FtcA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.businessinsider.com', 'title': 'Business Insider'}",3
31,History repeats itself as Columbia University cracks down on student protests - The Conversation Indonesia,History repeats itself as Columbia University cracks down on student protests  The Conversation Indonesia,"Fri, 03 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMicGh0dHBzOi8vdGhlY29udmVyc2F0aW9uLmNvbS9oaXN0b3J5LXJlcGVhdHMtaXRzZWxmLWFzLWNvbHVtYmlhLXVuaXZlcnNpdHktY3JhY2tzLWRvd24tb24tc3R1ZGVudC1wcm90ZXN0cy0yMjc4NzjSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://theconversation.com', 'title': 'The Conversation Indonesia'}",3
32,Opinion | How Protesters Can Actually Help Palestinians - The New York Times,Opinion | How Protesters Can Actually Help Palestinians  The New York Times,"Wed, 01 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjQvMDUvMDEvb3Bpbmlvbi9zdHVkZW50LXByb3Rlc3RzLWdhemEuaHRtbNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nytimes.com', 'title': 'The New York Times'}",3
33,Mapping Pro-Palestine Student Protests in America – Center for Data Innovation - Center for Data Innovation,Mapping Pro-Palestine Student Protests in America – Center for Data Innovation  Center for Data Innovation,"Tue, 30 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vZGF0YWlubm92YXRpb24ub3JnLzIwMjQvMDQvbWFwcGluZy1wcm8tcGFsZXN0aW5lLXN0dWRlbnQtcHJvdGVzdHMtaW4tYW1lcmljYS_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://datainnovation.org', 'title': 'Center for Data Innovation'}",3
34,What to know about student protest rights on Wisconsin campuses - Milwaukee Journal Sentinel,What to know about student protest rights on Wisconsin campuses  Milwaukee Journal Sentinel,"Mon, 29 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMivAFodHRwczovL3d3dy5qc29ubGluZS5jb20vc3RvcnkvbmV3cy9pbnZlc3RpZ2F0aW9ucy9wdWJsaWMtaW52ZXN0aWdhdG9yLzIwMjQvMDQvMjkvZW5jYW1wbWVudHMtc3Byb3V0LW9uLXdpc2NvbnNpbi1jYW1wdXMtc3R1ZGVudC1wcm90ZXN0LXJpZ2h0cy1pc3JhZWwtaGFtYXMtZ2F6YS1wb2xpY2Utc3BlZWNoLzczNTAwMDYxMDA3L9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.jsonline.com', 'title': 'Milwaukee Journal Sentinel'}",3
