,title,description,published date,url,publisher,score
30,Students at prestigious Paris university occupy campus building in pro-Palestinian protest - The Associated Press,Students at prestigious Paris university occupy campus building in pro-Palestinian protest  The Associated Press,"Fri, 26 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMifGh0dHBzOi8vYXBuZXdzLmNvbS9hcnRpY2xlL2ZyYW5jZS1wYXJpcy11bml2ZXJzaXR5LWNhbXB1cy1wcm90ZXN0cy1pc3JhZWwtcGFsZXN0aW5pYW5zLWdhemEtYjI3NDNiMDc2ZmYzMWE4ZGJlNzQ0NzhhMDQ2YzEzNznSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://apnews.com', 'title': 'The Associated Press'}",3
31,Protest for Palestine at UIUC leads to two arrests; negotiations reach peaceful resolution - IPM Newsroom,Protest for Palestine at UIUC leads to two arrests; negotiations reach peaceful resolution  IPM Newsroom,"Sun, 28 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMihAFodHRwczovL2lwbW5ld3Nyb29tLm9yZy9jYW1wdXMtcG9saWNlLWJyZWFrLXVwLWVuY2FtcG1lbnQtYW5kLWFycmVzdC1vbmUtZm9yLXByb3Rlc3RpbmctZm9yLXBhbGVzdGluZS1hdC10aGUtdW5pdmVyc2l0eS1vZi1pbGxpbm9pcy_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://ipmnewsroom.org', 'title': 'IPM Newsroom'}",3
32,Penn ceasefire encampment: Students remain steadfast - WHYY,Penn ceasefire encampment: Students remain steadfast  WHYY,"Sat, 27 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vd2h5eS5vcmcvYXJ0aWNsZXMvcGVubi1zdHVkZW50cy1jZWFzZWZpcmUtZW5jYW1wbWVudC1zdGVhZGZhc3Qv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://whyy.org', 'title': 'WHYY'}",3
34,Student protesters camp out on GWU’s campus as Israel-Hamas war protests continue nationwide - WTOP,Student protesters camp out on GWU’s campus as Israel-Hamas war protests continue nationwide  WTOP,"Fri, 26 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMie2h0dHBzOi8vd3RvcC5jb20vZGMvMjAyNC8wNC9zdHVkZW50cy1yZW1haW4taW4tZW5jYW1wbWVudHMtb24tZ3d1cy1jYW1wdXMtYXMtaXNyYWVsLWhhbWFzLXdhci1wcm90ZXN0cy1jb250aW51ZS1uYXRpb253aWRlL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://wtop.com', 'title': 'WTOP'}",3
35,Student Palestine Protesters School Their Universities - New York Magazine,Student Palestine Protesters School Their Universities  New York Magazine,"Wed, 24 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vbnltYWcuY29tL2ludGVsbGlnZW5jZXIvYXJ0aWNsZS9zdHVkZW50LXBhbGVzdGluZS1wcm90ZXN0ZXJzLXNjaG9vbC10aGVpci11bml2ZXJzaXRpZXMuaHRtbNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://nymag.com', 'title': 'New York Magazine'}",3
36,Here's Where Student Protesters Are Demanding Divestment From Israel - The Chronicle of Higher Education,Here's Where Student Protesters Are Demanding Divestment From Israel  The Chronicle of Higher Education,"Tue, 23 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3LmNocm9uaWNsZS5jb20vYXJ0aWNsZS9oZXJlcy13aGVyZS1zdHVkZW50LXByb3Rlc3RlcnMtYXJlLWRlbWFuZGluZy1kaXZlc3RtZW50LWZyb20taXNyYWVs0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.chronicle.com', 'title': 'The Chronicle of Higher Education'}",3
37,Jewish student protesters celebrate Passover Seder in encampments - ABC News,Jewish student protesters celebrate Passover Seder in encampments  ABC News,"Wed, 24 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMia2h0dHBzOi8vYWJjbmV3cy5nby5jb20vVVMvamV3aXNoLXN0dWRlbnQtcHJvdGVzdGVycy1jZWxlYnJhdGUtcGFzc292ZXItc2VkZXItZW5jYW1wbWVudHMvc3Rvcnk_aWQ9MTA5NTM4MDc10gFvaHR0cHM6Ly9hYmNuZXdzLmdvLmNvbS9hbXAvVVMvamV3aXNoLXN0dWRlbnQtcHJvdGVzdGVycy1jZWxlYnJhdGUtcGFzc292ZXItc2VkZXItZW5jYW1wbWVudHMvc3Rvcnk_aWQ9MTA5NTM4MDc1?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://abcnews.go.com', 'title': 'ABC News'}",3
38,Students at Auraria are joining the Israel-Gaza protests with their own encampment - Denverite,Students at Auraria are joining the Israel-Gaza protests with their own encampment  Denverite,"Thu, 25 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMidGh0dHBzOi8vZGVudmVyaXRlLmNvbS8yMDI0LzA0LzI1L3N0dWRlbnRzLWF0LWF1cmFyaWEtYXJlLWpvaW5pbmctdGhlLWlzcmFlbC1nYXphLXByb3Rlc3RzLXdpdGgtdGhlaXItb3duLWVuY2FtcG1lbnQv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://denverite.com', 'title': 'Denverite'}",3
40,'We will not stop until we get full divestment': UMich student protesters camp out on Diag for divestment - The Michigan Daily,'We will not stop until we get full divestment': UMich student protesters camp out on Diag for divestment  The Michigan Daily,"Mon, 22 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMimQFodHRwczovL3d3dy5taWNoaWdhbmRhaWx5LmNvbS9uZXdzL2FkbWluaXN0cmF0aW9uL3dlLXdpbGwtbm90LXN0b3AtdW50aWwtd2UtZ2V0LWZ1bGwtZGl2ZXN0bWVudC11bWljaC1zdHVkZW50LXByb3Rlc3RlcnMtY2FtcC1vdXQtb24tZGlhZy1mb3ItZGl2ZXN0bWVudC_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.michigandaily.com', 'title': 'The Michigan Daily'}",3
41,Student Protest Movement Could Cause a Tumultuous End to School Year - The New York Times,Student Protest Movement Could Cause a Tumultuous End to School Year  The New York Times,"Tue, 23 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjQvMDQvMjMvdXMvY29sdW1iaWEtdW5pdmVyc2l0eS1yZW1vdGUtY2xhc3Nlcy1wcm90ZXN0cy5odG1s0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nytimes.com', 'title': 'The New York Times'}",3
43,Barnard Ends Suspensions for Most Student Protesters Who Were Arrested - The New York Times,Barnard Ends Suspensions for Most Student Protesters Who Were Arrested  The New York Times,"Fri, 26 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjQvMDQvMjYvbnlyZWdpb24vYmFybmFyZC1zdHVkZW50LXN1c3BlbnNpb25zLWNhbXB1cy1wcm90ZXN0cy5odG1s0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nytimes.com', 'title': 'The New York Times'}",3
44,Blinken criticizes protesting students' 'silence' on Hamas - Voice of America - VOA News,Blinken criticizes protesting students' 'silence' on Hamas  Voice of America - VOA News,"Fri, 26 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3LnZvYW5ld3MuY29tL2EvYmxpbmtlbi1jcml0aWNpemVzLXByb3Rlc3Rpbmctc3R1ZGVudHMtc2lsZW5jZS1vbi1oYW1hcy83NTg3MDE4Lmh0bWzSAWBodHRwczovL3d3dy52b2FuZXdzLmNvbS9hbXAvYmxpbmtlbi1jcml0aWNpemVzLXByb3Rlc3Rpbmctc3R1ZGVudHMtc2lsZW5jZS1vbi1oYW1hcy83NTg3MDE4Lmh0bWw?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.voanews.com', 'title': 'Voice of America - VOA News'}",3
45,Pro-Palestinian student protests have created a new challenge for President Biden - The Associated Press,Pro-Palestinian student protests have created a new challenge for President Biden  The Associated Press,"Wed, 24 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMia2h0dHBzOi8vYXBuZXdzLmNvbS9hcnRpY2xlL2JpZGVuLWlzcmFlbC1jb2xsZWdlLXByb3Rlc3RzLXBvbGl0aWNzLWVsZWN0aW9uLTIzMzcxMjFmYjM2MjBkMmE0YTZiMmUyMmFhYWY1OWJj0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://apnews.com', 'title': 'The Associated Press'}",3
47,The Grotesque Slander of Comparing Gaza Protesters to Neo-Nazis - The New Republic,The Grotesque Slander of Comparing Gaza Protesters to Neo-Nazis  The New Republic,"Thu, 25 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vbmV3cmVwdWJsaWMuY29tL2FydGljbGUvMTgwOTg5L2NoYXJsb3R0ZXN2aWxsZS1jb21wYXJpc29uLWdhemEtc3R1ZGVudC1wcm90ZXN00gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://newrepublic.com', 'title': 'The New Republic'}",3
48,Dozens arrested at Yale and NYU as pro-Palestinian student protests spread - The Guardian US,Dozens arrested at Yale and NYU as pro-Palestinian student protests spread  The Guardian US,"Tue, 23 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS91cy1uZXdzLzIwMjQvYXByLzIzL3lhbGUtbnl1LXVuaS1jb2xsZWdlLWFycmVzdHMtcHJvLXBhbGVzdGluZS1wcm90ZXN0LWlzcmFlbC1nYXphLXdhctIBcmh0dHBzOi8vYW1wLnRoZWd1YXJkaWFuLmNvbS91cy1uZXdzLzIwMjQvYXByLzIzL3lhbGUtbnl1LXVuaS1jb2xsZWdlLWFycmVzdHMtcHJvLXBhbGVzdGluZS1wcm90ZXN0LWlzcmFlbC1nYXphLXdhcg?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.theguardian.com', 'title': 'The Guardian US'}",3
49,Pro-Palestine student protests spread in second week of demonstrations - Al Jazeera English,Pro-Palestine student protests spread in second week of demonstrations  Al Jazeera English,"Sat, 27 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vbmV3cy8yMDI0LzQvMjcvcHJvLXBhbGVzdGluaWFuLXN0dWRlbnQtcHJvdGVzdHMtc3ByZWFkLWluLXNlY29uZC13ZWVrLW9mLWRlbW9uc3RyYXRpb25z0gF1aHR0cHM6Ly93d3cuYWxqYXplZXJhLmNvbS9hbXAvbmV3cy8yMDI0LzQvMjcvcHJvLXBhbGVzdGluaWFuLXN0dWRlbnQtcHJvdGVzdHMtc3ByZWFkLWluLXNlY29uZC13ZWVrLW9mLWRlbW9uc3RyYXRpb25z?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.aljazeera.com', 'title': 'Al Jazeera English'}",3
50,Campus crackdowns are challenging free speech - Vox.com,Campus crackdowns are challenging free speech  Vox.com,"Fri, 26 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3LnZveC5jb20vMjQxNDA3NjkvZnJlZS1zcGVlY2gtaXNyYWVsLXBhbGVzdGluZS1wcm90ZXN0cy1jb2x1bWJpYS11bml2ZXJzaXR5LWNvbGxlZ2XSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.vox.com', 'title': 'Vox.com'}",3
51,Pro-Palestinian student protests highlight lessons learned from past demonstrations - The Hill,Pro-Palestinian student protests highlight lessons learned from past demonstrations  The Hill,"Fri, 26 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vdGhlaGlsbC5jb20vaG9tZW5ld3MvZWR1Y2F0aW9uLzQ2MjE5OTYtcHJvLXBhbGVzdGluaWFuLXN0dWRlbnQtcHJvdGVzdHMtaXNyYWVsLWdhemEtaGFtYXMv0gFmaHR0cHM6Ly90aGVoaWxsLmNvbS9ob21lbmV3cy9lZHVjYXRpb24vNDYyMTk5Ni1wcm8tcGFsZXN0aW5pYW4tc3R1ZGVudC1wcm90ZXN0cy1pc3JhZWwtZ2F6YS1oYW1hcy9hbXAv?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://thehill.com', 'title': 'The Hill'}",3
52,"Photo essay: Penn, Drexel and Temple students demand ceasefire in Gaza, establish encampment - WHYY","Photo essay: Penn, Drexel and Temple students demand ceasefire in Gaza, establish encampment  WHYY","Fri, 26 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd2h5eS5vcmcvYXJ0aWNsZXMvcGhpbGFkZWxwaGlhLWNlYXNlZmlyZS1wcm90ZXN0LWVuY2FtcG1lbnQtcGVubi1kcmV4ZWwtdGVtcGxlLXBob3Rvcy_SAWJodHRwczovL3doeXkub3JnL2FydGljbGVzL3BoaWxhZGVscGhpYS1jZWFzZWZpcmUtcHJvdGVzdC1lbmNhbXBtZW50LXBlbm4tZHJleGVsLXRlbXBsZS1waG90b3MvYW1wLw?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://whyy.org', 'title': 'WHYY'}",3
53,UT-Austin students hold pro-Palestinian protest; at least 50 arrested - Austin American-Statesman,UT-Austin students hold pro-Palestinian protest; at least 50 arrested  Austin American-Statesman,"Wed, 24 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiigFodHRwczovL3d3dy5zdGF0ZXNtYW4uY29tL3N0b3J5L25ld3MvbG9jYWwvMjAyNC8wNC8yNC91dC1hdXN0aW4tY2FtcHVzLXN0dWRlbnQtcHJvdGVzdC1hcnJlc3QtcHJvLXBhbGVzdGluZS1wcm90ZXN0cy13YWxrLW91dC83MzQyNTE0OTAwNy_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.statesman.com', 'title': 'Austin American-Statesman'}",3
54,Art Takes Center Stage at Growing Student Protests for Palestine - Hyperallergic,Art Takes Center Stage at Growing Student Protests for Palestine  Hyperallergic,"Wed, 24 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vaHlwZXJhbGxlcmdpYy5jb20vOTA2ODM0L2FydC10YWtlcy1jZW50ZXItc3RhZ2UtYXQtZ3Jvd2luZy1zdHVkZW50LXByb3Rlc3RzLWZvci1wYWxlc3RpbmUv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://hyperallergic.com', 'title': 'Hyperallergic'}",3
55,Pro-Palestine protesters erect new encampment on Cross Campus - Yale Daily News,Pro-Palestine protesters erect new encampment on Cross Campus  Yale Daily News,"Sun, 28 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMibWh0dHBzOi8veWFsZWRhaWx5bmV3cy5jb20vYmxvZy8yMDI0LzA0LzI4L2xpdmUtcHJvLXBhbGVzdGluZS1wcm90ZXN0ZXJzLWVyZWN0LW5ldy1lbmNhbXBtZW50LW9uLWNyb3NzLWNhbXB1cy_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://yaledailynews.com', 'title': 'Yale Daily News'}",3
56,Pro-Palestinian Student Protests Sweep the Nation | Photos | U.S. News - U.S. News & World Report,Pro-Palestinian Student Protests Sweep the Nation | Photos | U.S. News  U.S. News & World Report,"Fri, 26 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LnVzbmV3cy5jb20vbmV3cy9uZXdzL3Bob3Rvcy9hcnRpY2xlcy8yMDI0LTA0LTI2L3Byby1wYWxlc3Rpbmlhbi1zdHVkZW50LXByb3Rlc3RzLXN3ZWVwLXRoZS1uYXRpb27SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.usnews.com', 'title': 'U.S. News & World Report'}",3
57,Hamas Slams US Crackdown on Pro-Palestinian College Protests - Newsweek,Hamas Slams US Crackdown on Pro-Palestinian College Protests  Newsweek,"Wed, 24 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3Lm5ld3N3ZWVrLmNvbS9oYW1hcy1zbGFtcy11cy1jcmFja2Rvd24tcHJvLXBhbGVzdGluaWFuLWNvbGxlZ2UtcHJvdGVzdHMtMTg5Mzk2MtIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.newsweek.com', 'title': 'Newsweek'}",3
58,Are pro-Palestinian student protests helping or hurting their cause? - CBS Boston,Are pro-Palestinian student protests helping or hurting their cause?  CBS Boston,"Wed, 24 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LmNic25ld3MuY29tL2Jvc3Rvbi9uZXdzL3BhbGVzdGluZS1nYXphLWlzcmFlbC1wcm90ZXN0cy1vbi1jb2xsZWdlLWNhbXB1c2VzLWNvbHVtYmlhLW1hc3NhY2h1c2V0dHMv0gFyaHR0cHM6Ly93d3cuY2JzbmV3cy5jb20vYW1wL2Jvc3Rvbi9uZXdzL3BhbGVzdGluZS1nYXphLWlzcmFlbC1wcm90ZXN0cy1vbi1jb2xsZWdlLWNhbXB1c2VzLWNvbHVtYmlhLW1hc3NhY2h1c2V0dHMv?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.cbsnews.com', 'title': 'CBS Boston'}",3
59,"Pro-Palestinian protesters arrested at USC, UT-Austin, Emerson, Emory, Princeton - NPR","Pro-Palestinian protesters arrested at USC, UT-Austin, Emerson, Emory, Princeton  NPR","Thu, 25 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vd3d3Lm5wci5vcmcvMjAyNC8wNC8yNS8xMjQ3MDkxNzg1L2NhbXB1cy1wcm90ZXN0cy1nYXphLWlzcmFlbC1hcnJlc3RzLXVzYy1lbWVyc29uLXRleGFz0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.npr.org', 'title': 'NPR'}",3
60,Virginia Tech Palestine protesters continue into third day - Roanoke Times,Virginia Tech Palestine protesters continue into third day  Roanoke Times,"Sun, 28 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMigQFodHRwczovL3JvYW5va2UuY29tL25ld3MvbG9jYWwvZWR1Y2F0aW9uL3Byb3Rlc3QtdmlyZ2luaWEtdGVjaC1wYWxlc3RpbmUtc3VuZGF5L2FydGljbGVfZWU0MjI3MzAtMDViZC0xMWVmLThlYjctYmYzZTZmMWNiNDNhLmh0bWzSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://roanoke.com', 'title': 'Roanoke Times'}",3
62,"Crackdown on Columbia, other protests prove student activism matters - Los Angeles Times","Crackdown on Columbia, other protests prove student activism matters  Los Angeles Times","Thu, 25 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMifmh0dHBzOi8vd3d3LmxhdGltZXMuY29tL2VudGVydGFpbm1lbnQtYXJ0cy9zdG9yeS8yMDI0LTA0LTI1L3N0dWRlbnQtcHJvdGVzdHMtY2FtcHVzLWNvbHVtYmlhLXVzYy11dC1hdXN0aW4taXNyYWVsLXBhbGVzdGluaWFuc9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.latimes.com', 'title': 'Los Angeles Times'}",3
64,"Pro-Palestine protests sweep across US colleges, with dozens of students arrested at Yale, NYU and Columbia - ABC News","Pro-Palestine protests sweep across US colleges, with dozens of students arrested at Yale, NYU and Columbia  ABC News","Tue, 23 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3LmFiYy5uZXQuYXUvbmV3cy8yMDI0LTA0LTI0L3BhbGVzdGluZS1nYXphLXdhci1wcm90ZXN0cy11cy1jb2xsZWdlLWNhbXB1cy1jb2x1bWJpYS15YWxlLW55dS8xMDM3NjE2MzDSAShodHRwczovL2FtcC5hYmMubmV0LmF1L2FydGljbGUvMTAzNzYxNjMw?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.abc.net.au', 'title': 'ABC News'}",3
65,Faculty divided over University response to divestment protests and student arrests - Yale Daily News,Faculty divided over University response to divestment protests and student arrests  Yale Daily News,"Fri, 26 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMifmh0dHBzOi8veWFsZWRhaWx5bmV3cy5jb20vYmxvZy8yMDI0LzA0LzI2L2ZhY3VsdHktZGl2aWRlZC1vdmVyLXVuaXZlcnNpdHktcmVzcG9uc2UtdG8tZGl2ZXN0bWVudC1wcm90ZXN0cy1hbmQtc3R1ZGVudC1hcnJlc3RzL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://yaledailynews.com', 'title': 'Yale Daily News'}",3
66,Columbia University calls for inquiry into leadership as student protests sweep 40 campuses - The Guardian,Columbia University calls for inquiry into leadership as student protests sweep 40 campuses  The Guardian,"Fri, 26 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS93b3JsZC8yMDI0L2Fwci8yNi9wcm8tcGFsZXN0aW5pYW4tcHJvdGVzdHMtY29sbGVnZS1jYW1wdXNlc9IBV2h0dHBzOi8vYW1wLnRoZWd1YXJkaWFuLmNvbS93b3JsZC8yMDI0L2Fwci8yNi9wcm8tcGFsZXN0aW5pYW4tcHJvdGVzdHMtY29sbGVnZS1jYW1wdXNlcw?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.theguardian.com', 'title': 'The Guardian'}",3
67,UNC students erect tent camp to protest Israeli war in Gaza - Spectrum News,UNC students erect tent camp to protest Israeli war in Gaza  Spectrum News,"Fri, 26 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiiAFodHRwczovL3NwZWN0cnVtbG9jYWxuZXdzLmNvbS9uYy9jaGFybG90dGUvbmV3cy8yMDI0LzA0LzI2L3VuYy1zdHVkZW50cy1lcmVjdC1zaG9ydC1saXZlZC10ZW50LWNhbXAtdG8tcHJvdGVzdC1pc3JhZWxpLXdhci1pbi1nYXphLXN0cmlw0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://spectrumlocalnews.com', 'title': 'Spectrum News'}",3
68,Students protesting on campuses across US ask colleges to cut investments supporting Israel - The Associated Press,Students protesting on campuses across US ask colleges to cut investments supporting Israel  The Associated Press,"Wed, 24 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMia2h0dHBzOi8vYXBuZXdzLmNvbS9hcnRpY2xlL2NvbGxlZ2UtcHJvdGVzdHMtaXNyYWVsLWRpdmVzdG1lbnQtcGFsZXN0aW5pYW5zLTNmMzdmOTZmN2JlOGUxMTI0ZjI2Njg0MmQ5Y2FhNjI30gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://apnews.com', 'title': 'The Associated Press'}",3
70,UChicago Students Rally As Pro-Palestine Protests Sweep College Campuses - Block Club Chicago,UChicago Students Rally As Pro-Palestine Protests Sweep College Campuses  Block Club Chicago,"Fri, 26 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMicWh0dHBzOi8vYmxvY2tjbHViY2hpY2Fnby5vcmcvMjAyNC8wNC8yNi91Y2hpY2Fnby1zdHVkZW50cy1yYWxseS1hcy1wcm8tcGFsZXN0aW5lLXByb3Rlc3RzLXN3ZWVwLWNvbGxlZ2UtY2FtcHVzZXMv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://blockclubchicago.org', 'title': 'Block Club Chicago'}",3
72,Yale student demonstrators arrested amid pro-Palestinian protest - CBS News,Yale student demonstrators arrested amid pro-Palestinian protest  CBS News,"Tue, 23 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vd3d3LmNic25ld3MuY29tL25ld3MveWFsZS1zdHVkZW50cy1kZW1vbnN0cmF0b3JzLWRldGFpbmVkLWFtaWQtcHJvLXBhbGVzdGluaWFuLXByb3Rlc3Qv0gFjaHR0cHM6Ly93d3cuY2JzbmV3cy5jb20vYW1wL25ld3MveWFsZS1zdHVkZW50cy1kZW1vbnN0cmF0b3JzLWRldGFpbmVkLWFtaWQtcHJvLXBhbGVzdGluaWFuLXByb3Rlc3Qv?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.cbsnews.com', 'title': 'CBS News'}",3
73,Pro-Palestinian Protests Sweep Bay Area College Campuses Amid Surging National Movement - KQED,Pro-Palestinian Protests Sweep Bay Area College Campuses Amid Surging National Movement  KQED,"Sat, 27 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LmtxZWQub3JnL25ld3MvMTE5ODQyMDMvcHJvLXBhbGVzdGluaWFuLXByb3Rlc3RzLXN3ZWVwLWNhbGlmb3JuaWEtY29sbGVnZS1jYW1wdXNlcy1hbWlkLWlzcmFlbC1oYW1hcy13YXLSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.kqed.org', 'title': 'KQED'}",3
74,Echoes of Vietnam era as pro-Palestinian student protests roil US campuses - The Guardian,Echoes of Vietnam era as pro-Palestinian student protests roil US campuses  The Guardian,"Sun, 28 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS93b3JsZC8yMDI0L2Fwci8yOC91cy1zdHVkZW50LXByb3Rlc3RzLWdhemEtaXNyYWVs0gFNaHR0cHM6Ly9hbXAudGhlZ3VhcmRpYW4uY29tL3dvcmxkLzIwMjQvYXByLzI4L3VzLXN0dWRlbnQtcHJvdGVzdHMtZ2F6YS1pc3JhZWw?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.theguardian.com', 'title': 'The Guardian'}",3
75,"Students vow to continue Gaza protests after California, Texas arrests - Al Jazeera English","Students vow to continue Gaza protests after California, Texas arrests  Al Jazeera English","Thu, 25 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vbmV3cy8yMDI0LzQvMjUvc3R1ZGVudHMtYXJyZXN0ZWQtaW4tY2FsaWZvcm5pYS10ZXhhcy1hcy1nYXphLXdhci1wcm90ZXN0cy1pbi11cy1pbnRlbnNpZnnSAXdodHRwczovL3d3dy5hbGphemVlcmEuY29tL2FtcC9uZXdzLzIwMjQvNC8yNS9zdHVkZW50cy1hcnJlc3RlZC1pbi1jYWxpZm9ybmlhLXRleGFzLWFzLWdhemEtd2FyLXByb3Rlc3RzLWluLXVzLWludGVuc2lmeQ?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.aljazeera.com', 'title': 'Al Jazeera English'}",3
